id,价格,评价,评价日期,票务类型,评论,,,,
swuplws,259,4,2020.10.29,黄龙风景名胜区门票+上行索道（成人票）,网上买黄龙票简单、快捷、方便。,,,,
匿名用户,259,4,2020.10.19,黄龙风景名胜区门票+上行索道（成人票）,国庆期间，人太多，一早就到达，排队一个多小时才坐上缆车，风景确实很美，不虚此行！,,,,
kNC360673550,259,1,2020.10.03,黄龙风景名胜区门票+上行索道（成人票）,只此一次，再也不想来第二次，就是山上一点树，和九寨景色以及服务完全没法比,,,,
kNC360673550,259,1,2020.10.03,黄龙风景名胜区语音导览票（不含门票）, ,,,,
sakuryhjm,259,4,2020.10.09,黄龙风景名胜区门票+上行索道（成人票）,运气不错，遇上今年第一场雪。,,,,
匿名用户,259,3,2020.10.04,黄龙风景名胜区门票+上行索道票（学生票）,五彩池确实漂亮，如果有阳光就更好了。在网上看海拔有5000多，赶紧去买了两氧气瓶，结果走到最高的五彩池也只有3000多，最后也没派上用场,,,,
kanshw,259,3,2020.10.21,黄龙风景名胜区门票+上行索道（成人票）,全程都是自助，没啥值得评论，就那样吧。,,,,
cdQ632969328,259,3,2020.10.05,黄龙风景名胜区门票+上行索道（成人票）,累。游黄龙走了两万多步，累惨了……景色还行吧。要是山上有免费开水就好了，那天生理期，肚子痛，又没有开水，太恼火了。,,,,
七七txt,259,3,2020.10.15,黄龙风景名胜区门票+上行索道票(成人票）,感觉没有十年前的好看。有点失望。厕所也太少，动不动就排长队等待。其他都还好,,,,
三字代码,259,5,2020.08.01,黄龙风景名胜区门票+上行索道（成人票）,我们坐索道上去，横着走翻过山才到五彩池，走路大概两公里，看到有工人已经在修轨道车了。然后一路下来，再加三公里！做好徒步全程六公里的心里准备！景色是真好，震撼！虽然人工做的池子有一半多，但是瑕不掩瑜，总的来说，值回票价！,,,,
eaa980610537,259,3,2020.10.20,黄龙风景名胜区门票+上行索道票(成人票）,黄龙美不美全靠两条腿，缆车上去2分钟，走路下来一下午,,,,
AzS291357021,259,4,2020.10.16,黄龙风景名胜区门票+上行索道（成人票）,乘缆车上去，往下走好多冤枉路，也没啥景点，因此还高原反应。,,,,
dBU137595707,259,3,2020.10.06,黄龙风景名胜区门票+上行索道（成人票）,十一去人比较多，上山索道等待时间比较长，也没有人维持秩序，总有人不排队插队，从索道到景点距离比较远，有点累。,,,,
有一双翅膀,259,5,2020.07.29,黄龙风景名胜区门票+上行索道（成人票）,景色很美的黄龙，大自然的鬼斧神工，自然雕砌的美景，水很清凉。美中不足去的时候一直下着雨，温度也是非常的低，很冷。景区内设施什么的很齐全，缆车上行，再步行约3公里到达五彩池，然后一路走下山，边走边赏景，游玩下来也不累。,,,,
Love安小白,259,3,2020.10.03,黄龙风景名胜区门票+上行索道（成人票）,去完九寨沟再去黄龙，就觉得很一般，全程走路很累，不像九寨沟那么人性化的每个景点都有观光车,,,,
墨染青衣颜Yn,259,1,2020.10.04,黄龙风景名胜区门票+上行索道（成人票）,缆车80元，排队一个多小时，根本不到景点！！在还要步行三公里过去景点！步行入口到景点也是三公里，所以坐缆车是为了什么？？,,,,
AKU680454332,259,5,2020.08.16,黄龙风景名胜区门票+上行索道（成人票）,风景区不错，很方便，刷卡坐索道，,,,,
烛米,259,3,2020.10.09,黄龙风景名胜区门票+上行索道（成人票）,很不错，可以错过国庆高峰期去就很好了，现在树叶还没红，色彩差异不大。,,,,
mvp_kobe,259,5,2020.10.17,黄龙风景名胜区门票+上行索道（成人票）,直接刷身份证就可以进去景区去坐缆车,,,,
DAC军临天下,259,4,2020.10.22,黄龙风景名胜区门票+上行索道（成人票）,好评！,,,,
pzy19969,259,3,2020.07.13,黄龙风景名胜区门票+上行索道（成人票）,五彩池很漂亮，就是索道价格太高，坐的时间太短，而且还不能直接到地方，居然要走将近一小时才到，到了上面休息的地方很少，氧吧的人自己在吃东西，却不准我们在里面休息吃东西，问题是上到上面后，外面带遮阳的亭子太少啊！让游客晒着太阳补充能量吗？不能多搭几个遮阳棚吗？,,,,
爱吃草的小猪,259,5,2020.09.17,黄龙风景名胜区门票+上行索道票(成人票）,黄龙风景区真的是太美了，从山顶一路走下去，都是彩池瀑布，强烈推荐！九寨沟里到处是都是滑坡和断树，震后恢复的不好，五年后再去应该更好点。,,,,
Da大大君,259,4,2020.07.09,黄龙风景名胜区门票+上行索道（成人票）,客观来说，风景还是不错的，就是个人觉得景区步道设置不合理，先去的九寨沟，再来的黄龙，确实就没有什么惊喜了。相比九寨沟的门票来说，这边250一人，稍微觉得有点点没有性价比呢！,,,,
ryc165575070,259,4,2020.10.07,黄龙风景名胜区门票+上行索道（成人票）,很喜欢黄龙的池子，不要和九寨比，不同的地方，不同的景，一个都不能少,,,,
liuyamingwan,259,3,2020.10.08,黄龙风景名胜区门票+上行索道（成人票）,感觉还可以，反正一大群人去的，景区嘛，都是这样,,,,
jJL569833175,259,5,2020.09.30,黄龙风景名胜区门票+上行索道（成人票）,服务设施比较完备，一路的栈道，卫生间、路边长椅相隔不远就有，景区的环境不错,,,,
FWK640670388,259,4,2020.10.02,黄龙风景名胜区门票+上行索道（成人票）,还可以 就是做了索道然后要走好大一圈才能到达五彩池，如果不做索道步行上去很远很远,,,,
kNC360673550,259,1,2020.10.03,黄龙风景名胜区门票+上行索道（成人票）,景区物价比别的景区高，还没什么可吃的，泡个面要收两块钱热水费,,,,
sVx840898190,259,2,2020.10.08,黄龙风景名胜区门票+上行索道（成人票）,风景挺美，运气好，刚到五彩池遇到好天气。缆车排队太久了。。。,,,,
bVj157199085,259,4,2020.08.17,黄龙风景名胜区门票+上行索道票（老人票，非法定节假日）,黄龙景区风景非常不错，基础设施建设比我二十年前来黄龙景区好多了。,,,,
Khv876875458,259,5,2020.10.13,黄龙风景名胜区门票+上行索道票(成人票）,设施完善，标准5A,,,,
舌尖上的好吃嘴,259,3,2020.10.08,黄龙风景名胜区门票+上行索道（成人票）,刚好前一天晚上下了雪，锦上添花。和九寨比还是差一点。,,,,
Xcp618773701,259,5,2020.10.08,黄龙风景名胜区门票+上行索道（成人票）,开始要排队坐缆车，后面风景真的很美，值得一去,,,,
rfg947767161,259,2,2020.10.05,黄龙风景名胜区门票+上行索道（成人票）,很多景区点并没有开放 但是收的是所有景点的费用 有点坑，不过十月一 也能理解！,,,,
Hbe731786470,259,3,2020.10.08,黄龙风景名胜区门票+上行索道（成人票）,排队太脑火了，但景区环境和景点都很好,,,,
wyk429058093,259,5,2020.10.03,黄龙风景名胜区门票+上行索道票(成人票）,环境，服务都很不错，凭身份证入内，先进不排队。疫情期间做的很好,,,,
见朕～奇迹,259,4,2020.10.08,黄龙风景名胜区门票+上行索道票（青少年票）,价格还是有点小贵。,,,,
雙佳,259,4,2020.08.22,黄龙风景名胜区门票+上行索道（成人票）,天气好，拍照片才好看。阴天就没法。景点不多。5点多就开始降温，带够衣服，厚衣服穿上。没什么高反，海拔3500左右。,,,,
见朕～奇迹,259,4,2020.10.08,黄龙风景名胜区门票+上行索道（成人票）,价格小贵,,,,
IjE434072448,259,2,2020.10.05,黄龙风景名胜区门票+上行索道（成人票）,一般，景点一般。脚都走痛了，没什么看头,,,,
zfq752542059,259,5,2020.10.04,黄龙风景名胜区门票+上行索道票（儿童票）,景色极美，空气清新！是旅游的绝佳胜地！,,,,
PVx667680208,259,3,2020.10.05,黄龙风景名胜区语音导览票（不含门票）,设施齐全，环境优美，服务态度也不错！,,,,
kakaf_yi,259,4,2020.10.08,黄龙风景名胜区门票+上行索道+电子导览（成人票）,「五彩池」「金沙铺地」,,,,
夏天的夏海,259,3,2020.10.03,黄龙风景名胜区门票+上行索道（成人票）,设施好，景区干净，景色很美，以后还想来。,,,,
uTm444173952,259,3,2020.10.03,黄龙风景名胜区门票+上行索道票（儿童票）,景色确实很好，但是索道路线不科学,,,,
uTm444173952,259,3,2020.10.03,黄龙风景名胜区门票+上行索道票（老人票，非法定节假日）,景色好，但是索道不科学，需要走回头路,,,,
lBj763638924,259,4,2020.10.01,黄龙风景名胜区门票+上行索道（成人票）,非常方便，直接刷身份证不用换票排队,,,,
蝶374,259,5,2020.10.04,黄龙风景名胜区门票+上行索道+电子导览（成人票）,体验非常不错，去的那会儿人还不是特别多。,,,,
日行千里游遍大地,259,5,2020.10.02,黄龙风景名胜区门票+上行索道（成人票）,环境也很好，很好玩，知名度不错,,,,
谢小宝张大宝,259,5,2020.10.03,黄龙风景名胜区门票+上行索道（成人票）,风景很美，人很多,,,,
RCZ712380129,259,3,2020.10.03,黄龙风景名胜区门票+上行索道（成人票）, ,,,,
范玮01,259,5,2020.09.30,黄龙风景名胜区语音导览票（不含门票）,不错的地方,,,,
爱你思宝,259,2,2020.09.14,黄龙风景名胜区门票+上行索道（成人票）,真的感觉没有什么看的，而且上面高原气候，走得很辛苦，收费也非常高，感觉很不值得,,,,
匿名用户,259,4,2020.08.07,黄龙风景名胜区门票+上行索道票（学生票）,haokan henshufu wohenxh natianqudrsh 天不那么热刚刚好 jianwenshuishengchanchanerxiechuyuliangfengzhijian 那日去dezuowan刚好下雨,,,,
cQS487103643,259,1,2020.09.22,黄龙风景名胜区语音导览票（不含门票）,稀里糊涂就使用了？这么坑？？生气！,,,,
Ncd714844735,259,3,2020.09.17,黄龙风景名胜区门票+上行索道票(成人票）,黄龙洞看不了，遗憾！！！其他景点还好,,,,
匿名用户,259,5,2020.07.04,黄龙风景名胜区门票+上行索道（成人票）,坐索道上去，走路下来。山上有松鼠。天气好的时候，天很蓝，白云很近。,,,,
匿名用户,259,2,2020.09.12,黄龙风景名胜区门票+上行索道（成人票）,非常一般，价格还高，景色也一般，不建议去,,,,
星辰Lovell,259,3,2020.07.18,黄龙风景名胜区门票+上行索道（成人票）,刚开始以为就只有五彩池，从山上走下来的时候感觉很失望，觉得不值门票那个价！后面看到下面的景色，想想还是可以吧也不算贵就是要走三个小时的下坡路,,,,
qAO256638806,259,5,2020.09.13,黄龙风景名胜区门票+上行索道（成人票）,超美丽的地方，一定要去,,,,
qAO256638806,259,5,2020.09.13,黄龙风景名胜区门票+上行索道票（儿童票）,超美丽的地方，一定要去,,,,
cyzxy999,259,1,2020.08.13,黄龙风景名胜区门票+上行索道票（儿童票）,为什么美团240.付款变成250元了,,,,
cyzxy999,259,1,2020.08.13,黄龙风景名胜区门票+上行索道（成人票）,显示优惠10元，为什么付款还是250,,,,
pzy19969,259,3,2020.07.13,黄龙风景名胜区门票+上行索道票（学生票）,缆车性价比太低，时间短，又要走好长时间的路才能到地方，和别的地方同距离的缆车相比收费太高。,,,,
Hidog灬,259,5,2020.06.29,黄龙风景名胜区语音导览票（不含门票）,「五彩池」「金沙铺地」「争艳彩池」「迎宾池」「盆景池」「明镜倒映池」,,,,
Eue563324943,259,5,2020.07.27,黄龙风景名胜区门票+上行索道（成人票）,美到窒息，强烈推荐！,,,,
mao358083320,259,3,2020.08.11,黄龙风景名胜区门票+上行索道（成人票）,整体来说还可以吧！就是这个门票也太贵了！,,,,
Wlc10545164,259,5,2020.05.01,黄龙风景名胜区门票+上行索道票（儿童票）,坐索道上山的，错过了一些景点，有点遗憾。下了索道一路步行近一小时到了最高峰五彩池，五彩池绝对是人间仙境，再加上近在咫尺的黄龙雪峰巍峨耸立在五彩池边，绝对是绝配，让人流连忘返。一路步行下山，沿途风景美不胜收，下山的栈道也让人感觉很惬意。虽然是枯水季节依然能感受到秀丽的风光，下次一定要在夏季和秋季再来游玩。,,,,
