id,价格,评价,评价日期,票务类型,评论,,,,,,
杨meiyu760,519,4,2021.08.17,黄山风景区云谷上行索道票-成人票,空气质量不错，风景秀丽,,,,,,
Rmn181044723,519,4,2021.09.21,黄山风景区门票优待票（老人/学生/儿童）,请至少当天的16点前购买,总体感觉挺好的，除了人多，其他没毛病。,,,,,
呱呱太先生,519,5,2021.09.20,黄山风景区云谷索道上行成人票,索道设施很稳定，而且坐在上面景色可以俯瞰，非常棒,,,,,,
z哲2196,519,5,2021.09.22,黄山风景区门票南大门成人票（玉屏索道方向）,景色宜人，景区的配套服务也可以。,,,,,,
抖腿的阿三,519,5,2021.09.26,黄山风景区门票南大门成人票（云谷索道方向）,五岳归来不看山 黄山归来不看岳,,,,,,
ebf428146728,519,3,2021.09.21,黄山风景区玉屏索道上行 - 成人票,黄山旅游风景区公众号买票更方便,,,,,,
秀宝1119,519,5,2021.07.25,黄山风景区门票南大门成人票（玉屏索道方向）,五岳归来不看山，黄山归来不看岳，真的不虚此行，黄山真的太美了，以后有机会还会再来,,,,,,
匿名用户,519,4,2021.08.05,黄山风景区门票南大门成人票（云谷索道方向）,山险，松美，索道乘坐时间长一览美景。,,,,,,
Liaw19042526,519,4,2021.09.24,黄山风景区门票南大门成人票（玉屏索道方向）,风景超好    很满意的旅途,,,,,,
青光灼灼,519,3,2021.09.21,黄山风景区门票南大门成人票（云谷索道方向）,还可以吧 反正就是一起做 然后认识的人 不认识的人,,,,,,
ZOC133593919,519,5,2021.06.18,黄山风景区成人票, ,,,,,,
zhaoyiming0902,519,5,2021.08.04,黄山风景区成人票,非常不错,,,,,,
Jbn804039790,519,1,2021.09.11,黄山风景区成人票,付款了，没有给我出票，到了入口又花现金买的，耽误了半小时，退票的时候一直墨迹！,,,,,,
林妹妹来啦,519,4,2021.07.03,黄山风景区成人票,黄山很大，我们早上出发，下午下山，我们只走了一条线，还有很多景点没去呢，下次再走另一条线，那会大峡谷没有开放，下次去大峡谷，城市喧闹，偶尔爬爬山感觉很好。去的话要带身份证，带上水，带上粮食，爬着爬着山就感觉渴了饿了，走走停停～一路欣赏美景～,,,,,,
rpf165273622,519,5,2021.07.23,黄山风景区门票南大门成人票（云谷索道方向）,很喜欢,,,,,,
匿名用户,519,3,2021.09.18,黄山风景区门票南大门成人票（玉屏索道方向）,门票价格有点偏高！风景还不错，值得一看！,,,,,,
匿名用户,519,3,2021.09.21,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,还不错，站在外侧可以看景色，很酷,,,,,,
匿名用户,519,5,2021.09.23,黄山风景区门票南大门成人票（云谷索道方向）,服务好！我们都很满意！,,,,,,
橘子的猫儿,519,3,2021.06.26,黄山风景区云谷上行索道票-成人票,虽然没有看到日出日落，但是这趟黄山旅行，还是不错滴。全程路线没有怎么走弯路，因为时间紧张，上下行都选择了缆车。。这样体力在怕莲花峰的时候会好一些。缆车的途中，风景还是好漂亮的，如果时间紧张或者体力不好的。推荐,,,,,,
博love菲,519,5,2021.09.11,黄山风景区门票南大门成人票（玉屏索道方向）,消费确实有好多，整体下来五百多块钱吧1，景色确实不错。,,,,,,
lOL463544809,519,3,2021.08.03,黄山风景区门票南大门成人票（玉屏索道方向）,下雨什么都么胡看到，不怎么好花了门票一百八，坐车八十，景区车加缆车260,,,,,,
昨夜阁楼听春雨,519,3,2021.09.20,黄山风景区门票南大门成人票（玉屏索道方向）,一般，山下的消费有点肯……消费有点贵,,,,,,
neW526518237,519,2,2021.09.17,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,风景很不错，很美，山很高，坐缆车有点吓人,,,,,,
U_mbrella,519,5,2021.07.23,（金9惠乐周）黄山风景区门票成人票,请至少提前16小时购买,不错,,,,,
SebastianRyan,519,3,2021.08.31,黄山风景区门票南大门成人票（云谷索道方向）,上了飞来石  然后往后山去  在丹霞峰转了好久  差点没下来   丹霞峰那块的指示牌极少  容易迷路,,,,,,
未果965,519,3,2021.09.08,黄山风景区门票南大门成人票（玉屏索道方向）,风景很不错，就是太累了，千万不要相信景区外面的门票订购和上山巴士,,,,,,
匿名用户,519,5,2021.09.20,黄山风景区玉屏索道上行 - 成人票,真好玩了，去了还想去，下次在去,,,,,,
AtA625848027,519,5,2021.09.20,黄山风景区玉屏索道上行 - 儿童票, ,,,,,,
Oeh193211036,519,4,2021.07.23,黄山风景区云谷上行索道票-成人票,索道上山很快，而且两边的景色也是相当不错的。,,,,,,
VQC391549241,519,5,2021.09.09,黄山风景区门票南大门成人票（玉屏索道方向）,名不虚传，玩的意犹未尽，黄山处处是花卷，尤其是西海大峡谷，梦幻景点！,,,,,,
LBi501687079,519,2,2021.09.17,黄山风景区门票南大门成人票（玉屏索道方向）,门票偏贵，198的门票什么都不包含,,,,,,
小薇coco,519,5,2021.07.18,黄山风景区门票南大门成人票（玉屏索道方向）,下雨天山上大雾什么都看不清。一定要带雨衣。山上水15一瓶建议自己背上去。但是茶叶蛋很好吃4块一个。风景不错可惜天气不好。,,,,,,
bai12321,519,4,2021.06.22,黄山风景区门票南大门成人票（玉屏索道方向）,我们四月底去的黄山，景色还是挺宜人的，坐缆车到了半山腰的地方看到了云海，确实不错，风景让人震撼，后来又去了网红小火车的地方去打卡，风景也很好，值得去，下午下山时候下雨了，只是比较遗憾，如果能看一次日出，就更好了。,,,,,,
_qq7sv1369801863,519,3,2021.08.05,黄山风景区门票南大门成人票（玉屏索道方向）,还不错，推荐身体素质好的去。比较费体力！,,,,,,
yfp613913406,519,5,2021.07.18,黄山风景区云谷上行索道票-成人票,黄山归来不看岳,,,,,,
nuT484366903,519,5,2021.06.25,黄山风景区门票南大门成人票（云谷索道方向）,黄山归来不看岳是有道理的，确实比泰山好了许多许多许多，不光看了美景，还体验了一把腿疼的不敢走路的感觉哈哈哈，路上还遇到了好多小松鼠来要好吃的，总体来说，痛并快乐着！确实很美！,,,,,,
sLW980974568,519,1,2021.07.20,黄山风景区成人票,明明没有使用，缺显示了已使用？不符合实际，申请退款很难吗？就是无人处理，等了好久也没有等到美团的消息！可恶啊！狗屁,,,,,,
九个甜筒,519,3,2021.09.12,黄山风景区门票南大门成人票（云谷索道方向）, ,,,,,,
DRZ360757065,519,5,2021.07.20,黄山风景区成人票,必去的一个景点 仙境啊 风景特别好 交通也贼方便 超级值得去的一个地方 点赞点赞,,,,,,
Opaque111,519,5,2021.09.19,黄山风景区门票南大门成人票（玉屏索道方向）,黄山很美,,,,,,
恋宣,519,5,2021.08.02,黄山风景区云谷上行索道票-成人票,真的非常的漂亮哦，除了累点，会被路上的风景惊艳到的,,,,,,
闻大壮,519,5,2021.07.12,黄山风景区门票南大门成人票（玉屏索道方向）,超级美的黄山 爬山有点累 但是值了 索道也值 那个网红小火车 不推荐坐 价格比索道贵还没索道风景好体验时间也短,,,,,,
DnE712878059,519,3,2021.09.05,黄山风景区门票南大门成人票（云谷索道方向）, ,,,,,,
九月是秋天的,519,5,2021.07.27,黄山风景区门票南大门成人票（云谷索道方向）,风景美如画,,,,,,
ojY602505876,519,5,2021.09.17,黄山风景区成人票,挺好,,,,,,
PXA711254947,519,5,2021.05.06,黄山风景区门票成人票（冬游）, ,,,,,,
匿名用户,519,3,2021.05.31,黄山风景区门票南大门成人票（玉屏索道方向）,我们的路线是前山上，后山下，前山做的玉屏索道上的，朋友说徒步的话要3个小时，上索道看迎客松 爬莲花峰，过鳌鱼洞，看光明顶，走白鹅岭徒步下后山，第一次来很多地方不知道，非节假日人也不是很多，但一定要做好防晒，下山后皮肤都晒伤了。,,,,,,
杨meiyu760,519,4,2021.08.17,黄山风景区云谷上行索道票-成人票,很好,,,,,,
夜微凉彡雨轻伤,519,5,2021.07.08,黄山风景区云谷上行索道票-成人票, ,,,,,,
过多的奢求1990,519,5,2021.05.06,黄山风景区门票南大门成人票（玉屏索道方向）,爬了两天，第一天下雨，从前山爬到后山，用了5小时，累得半死，走太快了。第二天从后山爬到前山，坐了网红小火车，太累了，走了8小时，一支下台阶，千万要买跟伸缩拐杖，因为上山要調短，下山要调长 ，如果下雨天一定要买雨衣和鞋套，最好带个有帽檐的帽子，再穿雨衣，不能淋成狗，下雨一定要多穿，不能就是又冷，又淋雨，风景很美，很值得，但是注意安全，不要逞强,,,,,,
匿名用户,519,5,2021.09.10,黄山风景区门票南大门成人票（玉屏索道方向）,舒适，居高临下，一路可以看看黄山美景，尽收眼底,,,,,,
匿名用户,519,1,2021.09.04,黄山风景区门票南大门成人票（玉屏索道方向）,大倒是很大，但是门票太贵了我觉得不值，里面东西也很贵，风景也就那样,,,,,,
oaK918201630,519,1,2021.07.15,黄山风景区门票南大门成人票（玉屏索道方向）,这么大个平台，这么大个5A景区，靠收取客户两次门票赚钱，还说规则是扣40％违约金，真是要钱***我们同一天去个景区，要收两次门票费，既然有订单号，你们为什么不让凭订单号进门，确是刷身份证，你们这不明摆着想坑客户两次吗？我进去一次，收两次的钱，你们不让我退还要脸吗？,,,,,,
IjK619653099,519,5,2021.07.09,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,很美。很状丽  爬了莲花峰。,,,,,,
匿名用户,519,5,2021.09.13,黄山风景区门票南大门成人票（玉屏索道方向）,有钱有闲来看看，值得,,,,,,
四季3餐,519,5,2021.06.16,黄山风景区成人票, ,,,,,,
匿名用户,519,3,2021.09.03,黄山风景区门票成人票（旺季）, ,,,,,,
WLAN啦啊know啦,519,5,2021.07.11,黄山风景区玉屏索道上行 - 成人票,风景很好  记得带点自热的吃的。我啥都没带，中途是没有吃的，饿死。平时不太运动，爬山累个半死坐大巴的时候手机落大巴里了，还行景区帮忙保管了，下山取回来了,,,,,,
PoG136970202,519,4,2021.09.13,黄山风景区玉屏索道上行 - 成人票,值得一去,,,,,,
oIR945638367,519,5,2021.07.22,黄山风景区云谷上行索道票-成人票,真的太好看了,,,,,,
CVN212158188,519,4,2021.07.05,None,玉屏索道上去，排队的人很多，因为天气不好断断续续下雨，上面都是雾；现在宾馆的食材还是用这种方式挑上山；,,,,,,
跑跑卡丁车110,519,5,2021.05.07,黄山风景区门票南大门成人票（云谷索道方向）,感受黄山！天下无山！睡了个懒觉才上山，不是节假日人不是很多，适合出游，山上天气真的无常，早上艳阳高照，下午阴雨蒙蒙，但是幸运的是登上了两个高峰，光明顶是前后山的必经之路，莲花峰比较小众，但是真的一览众山小！心旷神怡，说不出的巍峨，感叹山河壮美！雨后还看到了云海，运气不错哒！可能因为年轻，走走停停大概4个小时，门票，交通车，缆车，都好贵啊哭哭！其他都可以！,,,,,,
houguoxiong,519,5,2021.09.02,黄山风景区旺季门票（双人票）,请至少当天的16点前购买,不同的时间去，看到的风景不一样，建议凌晨登山，看日出看云海,,,,,
Wln400973167,519,4,2021.09.08,黄山风景区云谷上行索道票-成人票,注意看天气预报，黄山值得一去哦,,,,,,
YKu型,519,5,2021.07.10,黄山风景区成人票,黄山很美，我上去的时候还下雪了，风景非常好看，强烈推荐啊,,,,,,
IkZ622293003,519,5,2021.07.20,黄山风景区门票南大门成人票（玉屏索道方向）,黄山奇石，名不虚传,,,,,,
CgL953612972,519,5,2021.09.06,黄山风景区门票南大门成人票（云谷索道方向）,就一个字：累！俩字：腿酸！三字：嘎嘎滴,,,,,,
匿名用户,519,2,2021.08.23,黄山风景区门票南大门成人票（玉屏索道方向）,西海大峡谷不建议去，就缆车一上一下，没啥看头，3个人600元就花完了，全靠一个霸气的名称忽悠人,,,,,,
